corpus,model_type,feature,term,coef,p_value,aic,n
masac,all_condition,F0tiltstd,C(condition)[T.monolingual_HI]:C(dialogue_act)[T.a],592090964076.1906,,86686.77352999231,6476
masac,all_condition,F0tiltstd,"C(condition)[T.monolingual_EN]:C(dialogue_act)[T.a,_i]",-22783481576.89141,,86686.77352999231,6476
masac,all_condition,F0tiltstd,"C(condition)[T.monolingual_HI]:C(dialogue_act)[T.a,_i]",-560555428.8491452,,86686.77352999231,6476
masac,all_condition,F0tiltstd,"C(condition)[T.monolingual_EN]:C(dialogue_act)[T.a,_o]",-14154596.557136033,,86686.77352999231,6476
masac,all_condition,F0tiltstd,"C(condition)[T.monolingual_HI]:C(dialogue_act)[T.a,_o]",311369.02076992183,,86686.77352999231,6476
masac,all_condition,F0tiltstd,C(condition)[T.monolingual_EN]:C(dialogue_act)[T.i],-18.5279085265657,,86686.77352999231,6476
masac,all_condition,F0tiltstd,C(condition)[T.monolingual_HI]:C(dialogue_act)[T.i],30.51594032624029,,86686.77352999231,6476
masac,all_condition,F0tiltstd,"C(condition)[T.monolingual_EN]:C(dialogue_act)[T.i,_a]",0.0,,86686.77352999231,6476
masac,all_condition,F0tiltstd,"C(condition)[T.monolingual_HI]:C(dialogue_act)[T.i,_a]",0.0,,86686.77352999231,6476
masac,all_condition,F0tiltstd,"C(condition)[T.monolingual_EN]:C(dialogue_act)[T.i,_a,_o]",0.0,,86686.77352999231,6476
masac,all_condition,F0tiltstd,"C(condition)[T.monolingual_HI]:C(dialogue_act)[T.i,_a,_o]",0.0,,86686.77352999231,6476
masac,all_condition,F0tiltstd,C(condition)[T.monolingual_EN]:C(dialogue_act)[T.o],42.52547101650309,,86686.77352999231,6476
masac,all_condition,F0tiltstd,C(condition)[T.monolingual_HI]:C(dialogue_act)[T.o],222.66429906018536,,86686.77352999231,6476
masac,all_condition,F0tiltstd,"C(condition)[T.monolingual_EN]:C(dialogue_act)[T.o,_a]",0.0,,86686.77352999231,6476
masac,all_condition,F0tiltstd,"C(condition)[T.monolingual_HI]:C(dialogue_act)[T.o,_a]",0.0,,86686.77352999231,6476
masac,all_condition,F0tiltstd,"C(condition)[T.monolingual_EN]:C(dialogue_act)[T.o,_i]",0.0,,86686.77352999231,6476
masac,all_condition,F0tiltstd,"C(condition)[T.monolingual_HI]:C(dialogue_act)[T.o,_i]",0.0,,86686.77352999231,6476
masac,all_condition,F0tiltstd,C(condition)[T.monolingual_EN]:C(audience_proficiency_proxy)[T.low_l2],205.0876892118944,,86686.77352999231,6476
masac,all_condition,F0tiltstd,C(condition)[T.monolingual_HI]:C(audience_proficiency_proxy)[T.low_l2],110.2193533595477,,86686.77352999231,6476
masac,all_condition,F0tiltstd,C(condition)[T.monolingual_EN]:C(audience_proficiency_proxy)[T.mid_l2],-15.881656255380728,,86686.77352999231,6476
masac,all_condition,F0tiltstd,C(condition)[T.monolingual_HI]:C(audience_proficiency_proxy)[T.mid_l2],24.665618729041647,,86686.77352999231,6476
masac,all_condition,F0tiltavg,Intercept,-45.190334910105435,,85920.00291752581,6476
masac,all_condition,F0tiltavg,C(condition)[T.monolingual_EN],9.50505224084937,,85920.00291752581,6476
masac,all_condition,F0tiltavg,C(condition)[T.monolingual_HI],43.26263363861705,,85920.00291752581,6476
masac,all_condition,F0tiltavg,has_discourse_marker[T.True],-26.003193328011342,,85920.00291752581,6476
masac,all_condition,F0tiltavg,has_repetition[T.True],9.118403870050251,,85920.00291752581,6476
masac,all_condition,F0tiltavg,C(dialogue_act)[T.1],-961766464990230.0,,85920.00291752581,6476
masac,all_condition,F0tiltavg,C(dialogue_act)[T.a],-25.435874394320194,,85920.00291752581,6476
masac,all_condition,F0tiltavg,"C(dialogue_act)[T.a,_i]",-36.02679085315086,,85920.00291752581,6476
masac,all_condition,F0tiltavg,"C(dialogue_act)[T.a,_o]",-77.3428725925501,,85920.00291752581,6476
masac,all_condition,F0tiltavg,C(dialogue_act)[T.i],-10.001967826332603,,85920.00291752581,6476
masac,all_condition,F0tiltavg,"C(dialogue_act)[T.i,_a]",-44.42907734423255,,85920.00291752581,6476
masac,all_condition,F0tiltavg,"C(dialogue_act)[T.i,_a,_o]",66.29747951048685,,85920.00291752581,6476
masac,all_condition,F0tiltavg,C(dialogue_act)[T.o],30.60232169054526,,85920.00291752581,6476
masac,all_condition,F0tiltavg,"C(dialogue_act)[T.o,_a]",-226.31370540424,,85920.00291752581,6476
masac,all_condition,F0tiltavg,"C(dialogue_act)[T.o,_i]",-57.22099533283054,,85920.00291752581,6476
masac,all_condition,F0tiltavg,C(audience_proficiency_proxy)[T.low_l2],6.915776337281393,,85920.00291752581,6476
masac,all_condition,F0tiltavg,C(audience_proficiency_proxy)[T.mid_l2],-13.57581971634433,,85920.00291752581,6476
masac,all_condition,F0tiltavg,C(condition)[T.monolingual_EN]:C(dialogue_act)[T.1],10015218375124.74,,85920.00291752581,6476
masac,all_condition,F0tiltavg,C(condition)[T.monolingual_HI]:C(dialogue_act)[T.1],961766464990452.0,,85920.00291752581,6476
masac,all_condition,F0tiltavg,C(condition)[T.monolingual_EN]:C(dialogue_act)[T.a],-1313277895084.939,,85920.00291752581,6476
masac,all_condition,F0tiltavg,C(condition)[T.monolingual_HI]:C(dialogue_act)[T.a],845125633249.9904,,85920.00291752581,6476
masac,all_condition,F0tiltavg,"C(condition)[T.monolingual_EN]:C(dialogue_act)[T.a,_i]",-32520179268.994747,,85920.00291752581,6476
masac,all_condition,F0tiltavg,"C(condition)[T.monolingual_HI]:C(dialogue_act)[T.a,_i]",-800113142.271992,,85920.00291752581,6476
masac,all_condition,F0tiltavg,"C(condition)[T.monolingual_EN]:C(dialogue_act)[T.a,_o]",-20203673.260597803,,85920.00291752581,6476
masac,all_condition,F0tiltavg,"C(condition)[T.monolingual_HI]:C(dialogue_act)[T.a,_o]",444434.98857170175,,85920.00291752581,6476
masac,all_condition,F0tiltavg,C(condition)[T.monolingual_EN]:C(dialogue_act)[T.i],39.17165996771023,,85920.00291752581,6476
masac,all_condition,F0tiltavg,C(condition)[T.monolingual_HI]:C(dialogue_act)[T.i],-51.53801689768037,,85920.00291752581,6476
masac,all_condition,F0tiltavg,"C(condition)[T.monolingual_EN]:C(dialogue_act)[T.i,_a]",0.0,,85920.00291752581,6476
masac,all_condition,F0tiltavg,"C(condition)[T.monolingual_HI]:C(dialogue_act)[T.i,_a]",0.0,,85920.00291752581,6476
masac,all_condition,F0tiltavg,"C(condition)[T.monolingual_EN]:C(dialogue_act)[T.i,_a,_o]",0.0,,85920.00291752581,6476
masac,all_condition,F0tiltavg,"C(condition)[T.monolingual_HI]:C(dialogue_act)[T.i,_a,_o]",0.0,,85920.00291752581,6476
masac,all_condition,F0tiltavg,C(condition)[T.monolingual_EN]:C(dialogue_act)[T.o],51.774550647444144,,85920.00291752581,6476
masac,all_condition,F0tiltavg,C(condition)[T.monolingual_HI]:C(dialogue_act)[T.o],-76.0920326146347,,85920.00291752581,6476
masac,all_condition,F0tiltavg,"C(condition)[T.monolingual_EN]:C(dialogue_act)[T.o,_a]",0.0,,85920.00291752581,6476
masac,all_condition,F0tiltavg,"C(condition)[T.monolingual_HI]:C(dialogue_act)[T.o,_a]",0.0,,85920.00291752581,6476
masac,all_condition,F0tiltavg,"C(condition)[T.monolingual_EN]:C(dialogue_act)[T.o,_i]",0.0,,85920.00291752581,6476
masac,all_condition,F0tiltavg,"C(condition)[T.monolingual_HI]:C(dialogue_act)[T.o,_i]",0.0,,85920.00291752581,6476
masac,all_condition,F0tiltavg,C(condition)[T.monolingual_EN]:C(audience_proficiency_proxy)[T.low_l2],-125.66940937774339,,85920.00291752581,6476
masac,all_condition,F0tiltavg,C(condition)[T.monolingual_HI]:C(audience_proficiency_proxy)[T.low_l2],-32.334594696332275,,85920.00291752581,6476
masac,all_condition,F0tiltavg,C(condition)[T.monolingual_EN]:C(audience_proficiency_proxy)[T.mid_l2],25.448833762632965,,85920.00291752581,6476
masac,all_condition,F0tiltavg,C(condition)[T.monolingual_HI]:C(audience_proficiency_proxy)[T.mid_l2],-7.503161697047993,,85920.00291752581,6476
masac,all_condition,F0msemin,Intercept,43.46688846921731,,79651.12338001006,6476
masac,all_condition,F0msemin,C(condition)[T.monolingual_EN],30.224133593563742,,79651.12338001006,6476
masac,all_condition,F0msemin,C(condition)[T.monolingual_HI],10.43408665094309,,79651.12338001006,6476
masac,all_condition,F0msemin,has_discourse_marker[T.True],-26.458921745681504,,79651.12338001006,6476
masac,all_condition,F0msemin,has_repetition[T.True],-4.8233113040104,,79651.12338001006,6476
masac,all_condition,F0msemin,C(dialogue_act)[T.1],1086751438940.1641,,79651.12338001006,6476
masac,all_condition,F0msemin,C(dialogue_act)[T.a],-12.988169143047713,,79651.12338001006,6476
masac,all_condition,F0msemin,"C(dialogue_act)[T.a,_i]",-14.768705536374924,,79651.12338001006,6476
masac,all_condition,F0msemin,"C(dialogue_act)[T.a,_o]",-16.53787706186253,,79651.12338001006,6476
masac,all_condition,F0msemin,C(dialogue_act)[T.i],-10.697145520663305,,79651.12338001006,6476
masac,all_condition,F0msemin,"C(dialogue_act)[T.i,_a]",-14.99452261979632,,79651.12338001006,6476
masac,all_condition,F0msemin,"C(dialogue_act)[T.i,_a,_o]",-16.986445681206526,,79651.12338001006,6476
masac,all_condition,F0msemin,C(dialogue_act)[T.o],-20.956703942483806,,79651.12338001006,6476
masac,all_condition,F0msemin,"C(dialogue_act)[T.o,_a]",20.592914490355117,,79651.12338001006,6476
masac,all_condition,F0msemin,"C(dialogue_act)[T.o,_i]",-8.914919683550606,,79651.12338001006,6476
masac,all_condition,F0msemin,C(audience_proficiency_proxy)[T.low_l2],17.50557018055519,,79651.12338001006,6476
masac,all_condition,F0msemin,C(audience_proficiency_proxy)[T.mid_l2],5.4288862218833716,,79651.12338001006,6476
masac,all_condition,F0msemin,C(condition)[T.monolingual_EN]:C(dialogue_act)[T.1],-11316731635.699402,,79651.12338001006,6476
masac,all_condition,F0msemin,C(condition)[T.monolingual_HI]:C(dialogue_act)[T.1],-1086751438949.0645,,79651.12338001006,6476
masac,all_condition,F0msemin,C(condition)[T.monolingual_EN]:C(dialogue_act)[T.a],1483943030.0078182,,79651.12338001006,6476
masac,all_condition,F0msemin,C(condition)[T.monolingual_HI]:C(dialogue_act)[T.a],-954952716.1281223,,79651.12338001006,6476
masac,all_condition,F0msemin,"C(condition)[T.monolingual_EN]:C(dialogue_act)[T.a,_i]",36746292.267187774,,79651.12338001006,6476
masac,all_condition,F0msemin,"C(condition)[T.monolingual_HI]:C(dialogue_act)[T.a,_i]",904090.6917994563,,79651.12338001006,6476
masac,all_condition,F0msemin,"C(condition)[T.monolingual_EN]:C(dialogue_act)[T.a,_o]",22829.21248261904,,79651.12338001006,6476
masac,all_condition,F0msemin,"C(condition)[T.monolingual_HI]:C(dialogue_act)[T.a,_o]",-502.1908965732646,,79651.12338001006,6476
masac,all_condition,F0msemin,C(condition)[T.monolingual_EN]:C(dialogue_act)[T.i],-37.8383388833131,,79651.12338001006,6476
masac,all_condition,F0msemin,C(condition)[T.monolingual_HI]:C(dialogue_act)[T.i],-8.609694289956149,,79651.12338001006,6476
masac,all_condition,F0msemin,"C(condition)[T.monolingual_EN]:C(dialogue_act)[T.i,_a]",0.0,,79651.12338001006,6476
masac,all_condition,F0msemin,"C(condition)[T.monolingual_HI]:C(dialogue_act)[T.i,_a]",0.0,,79651.12338001006,6476
masac,all_condition,F0msemin,"C(condition)[T.monolingual_EN]:C(dialogue_act)[T.i,_a,_o]",0.0,,79651.12338001006,6476
masac,all_condition,F0msemin,"C(condition)[T.monolingual_HI]:C(dialogue_act)[T.i,_a,_o]",0.0,,79651.12338001006,6476
masac,all_condition,F0msemin,C(condition)[T.monolingual_EN]:C(dialogue_act)[T.o],-11.794969154946475,,79651.12338001006,6476
masac,all_condition,F0msemin,C(condition)[T.monolingual_HI]:C(dialogue_act)[T.o],-0.28190728201930426,,79651.12338001006,6476
masac,all_condition,F0msemin,"C(condition)[T.monolingual_EN]:C(dialogue_act)[T.o,_a]",0.0,,79651.12338001006,6476
masac,all_condition,F0msemin,"C(condition)[T.monolingual_HI]:C(dialogue_act)[T.o,_a]",0.0,,79651.12338001006,6476
masac,all_condition,F0msemin,"C(condition)[T.monolingual_EN]:C(dialogue_act)[T.o,_i]",0.0,,79651.12338001006,6476
masac,all_condition,F0msemin,"C(condition)[T.monolingual_HI]:C(dialogue_act)[T.o,_i]",0.0,,79651.12338001006,6476
masac,all_condition,F0msemin,C(condition)[T.monolingual_EN]:C(audience_proficiency_proxy)[T.low_l2],-78.44442900673548,,79651.12338001006,6476
masac,all_condition,F0msemin,C(condition)[T.monolingual_HI]:C(audience_proficiency_proxy)[T.low_l2],-32.9638600416347,,79651.12338001006,6476
masac,all_condition,F0msemin,C(condition)[T.monolingual_EN]:C(audience_proficiency_proxy)[T.mid_l2],-43.295952742055995,,79651.12338001006,6476
masac,all_condition,F0msemin,C(condition)[T.monolingual_HI]:C(audience_proficiency_proxy)[T.mid_l2],-6.505735887464747,,79651.12338001006,6476
masac,all_condition,1F0max,Intercept,239.77791636656607,,73616.15807506944,6476
masac,all_condition,1F0max,C(condition)[T.monolingual_EN],-1.0120722940998181,,73616.15807506944,6476
masac,all_condition,1F0max,C(condition)[T.monolingual_HI],-5.707275579043974,,73616.15807506944,6476
masac,all_condition,1F0max,has_discourse_marker[T.True],0.7503041842475476,,73616.15807506944,6476
masac,all_condition,1F0max,has_repetition[T.True],2.0265513948783265,,73616.15807506944,6476
masac,all_condition,1F0max,C(dialogue_act)[T.1],-148053534700181.38,,73616.15807506944,6476
masac,all_condition,1F0max,C(dialogue_act)[T.a],-0.8291874501476801,,73616.15807506944,6476
masac,all_condition,1F0max,"C(dialogue_act)[T.a,_i]",15.125474880276228,,73616.15807506944,6476
masac,all_condition,1F0max,"C(dialogue_act)[T.a,_o]",24.13933806921815,,73616.15807506944,6476
masac,all_condition,1F0max,C(dialogue_act)[T.i],-1.1794159294097515,,73616.15807506944,6476
masac,all_condition,1F0max,"C(dialogue_act)[T.i,_a]",-2.0418166574116405,,73616.15807506944,6476
masac,all_condition,1F0max,"C(dialogue_act)[T.i,_a,_o]",-101.34535226656851,,73616.15807506944,6476
masac,all_condition,1F0max,C(dialogue_act)[T.o],-10.460327292757926,,73616.15807506944,6476
masac,all_condition,1F0max,"C(dialogue_act)[T.o,_a]",73.03102282349718,,73616.15807506944,6476
masac,all_condition,1F0max,"C(dialogue_act)[T.o,_i]",-23.657061634656785,,73616.15807506944,6476
masac,all_condition,1F0max,C(audience_proficiency_proxy)[T.low_l2],-6.528520235297414,,73616.15807506944,6476
masac,all_condition,1F0max,C(audience_proficiency_proxy)[T.mid_l2],3.5989129795680173,,73616.15807506944,6476
masac,all_condition,1F0max,C(condition)[T.monolingual_EN]:C(dialogue_act)[T.1],1541734438876.4014,,73616.15807506944,6476
masac,all_condition,1F0max,C(condition)[T.monolingual_HI]:C(dialogue_act)[T.1],148053534700316.0,,73616.15807506944,6476
masac,all_condition,1F0max,C(condition)[T.monolingual_EN]:C(dialogue_act)[T.a],-202164913717.35364,,73616.15807506944,6476
masac,all_condition,1F0max,C(condition)[T.monolingual_HI]:C(dialogue_act)[T.a],130097941468.25305,,73616.15807506944,6476
masac,all_condition,1F0max,"C(condition)[T.monolingual_EN]:C(dialogue_act)[T.a,_i]",-5006129518.0516815,,73616.15807506944,6476
masac,all_condition,1F0max,"C(condition)[T.monolingual_HI]:C(dialogue_act)[T.a,_i]",-123168755.8108759,,73616.15807506944,6476
masac,all_condition,1F0max,"C(condition)[T.monolingual_EN]:C(dialogue_act)[T.a,_o]",-3110136.76297223,,73616.15807506944,6476
masac,all_condition,1F0max,"C(condition)[T.monolingual_HI]:C(dialogue_act)[T.a,_o]",68415.95480578975,,73616.15807506944,6476
masac,all_condition,1F0max,C(condition)[T.monolingual_EN]:C(dialogue_act)[T.i],35.616133671023206,,73616.15807506944,6476
masac,all_condition,1F0max,C(condition)[T.monolingual_HI]:C(dialogue_act)[T.i],15.248227882808905,,73616.15807506944,6476
masac,all_condition,1F0max,"C(condition)[T.monolingual_EN]:C(dialogue_act)[T.i,_a]",0.0,,73616.15807506944,6476
masac,all_condition,1F0max,"C(condition)[T.monolingual_HI]:C(dialogue_act)[T.i,_a]",0.0,,73616.15807506944,6476
masac,all_condition,1F0max,"C(condition)[T.monolingual_EN]:C(dialogue_act)[T.i,_a,_o]",0.0,,73616.15807506944,6476
masac,all_condition,1F0max,"C(condition)[T.monolingual_HI]:C(dialogue_act)[T.i,_a,_o]",0.0,,73616.15807506944,6476
masac,all_condition,1F0max,C(condition)[T.monolingual_EN]:C(dialogue_act)[T.o],-1.9929029745002254,,73616.15807506944,6476
masac,all_condition,1F0max,C(condition)[T.monolingual_HI]:C(dialogue_act)[T.o],47.384628252271966,,73616.15807506944,6476
masac,all_condition,1F0max,"C(condition)[T.monolingual_EN]:C(dialogue_act)[T.o,_a]",0.0,,73616.15807506944,6476
masac,all_condition,1F0max,"C(condition)[T.monolingual_HI]:C(dialogue_act)[T.o,_a]",0.0,,73616.15807506944,6476
masac,all_condition,1F0max,"C(condition)[T.monolingual_EN]:C(dialogue_act)[T.o,_i]",0.0,,73616.15807506944,6476
masac,all_condition,1F0max,"C(condition)[T.monolingual_HI]:C(dialogue_act)[T.o,_i]",0.0,,73616.15807506944,6476
masac,all_condition,1F0max,C(condition)[T.monolingual_EN]:C(audience_proficiency_proxy)[T.low_l2],66.2801393154018,,73616.15807506944,6476
masac,all_condition,1F0max,C(condition)[T.monolingual_HI]:C(audience_proficiency_proxy)[T.low_l2],-2.818951203214219,,73616.15807506944,6476
masac,all_condition,1F0max,C(condition)[T.monolingual_EN]:C(audience_proficiency_proxy)[T.mid_l2],1.4804885863356723,,73616.15807506944,6476
masac,all_condition,1F0max,C(condition)[T.monolingual_HI]:C(audience_proficiency_proxy)[T.mid_l2],-1.0083304142077658,,73616.15807506944,6476
masac,all_condition,lastF0max,Intercept,245.6893309116267,,73071.0682750163,6476
masac,all_condition,lastF0max,C(condition)[T.monolingual_EN],-5.517898534528555,,73071.0682750163,6476
masac,all_condition,lastF0max,C(condition)[T.monolingual_HI],-2.0520435991436217,,73071.0682750163,6476
masac,all_condition,lastF0max,has_discourse_marker[T.True],-1.8224821528296986,,73071.0682750163,6476
masac,all_condition,lastF0max,has_repetition[T.True],0.7525574174814991,,73071.0682750163,6476
masac,all_condition,lastF0max,C(dialogue_act)[T.1],-47003218275918.625,,73071.0682750163,6476
masac,all_condition,lastF0max,C(dialogue_act)[T.a],-8.605591898788198,,73071.0682750163,6476
masac,all_condition,lastF0max,"C(dialogue_act)[T.a,_i]",-1.0479264880459924,,73071.0682750163,6476
masac,all_condition,lastF0max,"C(dialogue_act)[T.a,_o]",-33.0707119561714,,73071.0682750163,6476
masac,all_condition,lastF0max,C(dialogue_act)[T.i],-4.732291684870379,,73071.0682750163,6476
masac,all_condition,lastF0max,"C(dialogue_act)[T.i,_a]",-19.69241734146326,,73071.0682750163,6476
masac,all_condition,lastF0max,"C(dialogue_act)[T.i,_a,_o]",93.93819488794416,,73071.0682750163,6476
masac,all_condition,lastF0max,C(dialogue_act)[T.o],-4.981041324018434,,73071.0682750163,6476
masac,all_condition,lastF0max,"C(dialogue_act)[T.o,_a]",24.668927468941078,,73071.0682750163,6476
masac,all_condition,lastF0max,"C(dialogue_act)[T.o,_i]",22.06662177808161,,73071.0682750163,6476
masac,all_condition,lastF0max,C(audience_proficiency_proxy)[T.low_l2],-30.656155584936126,,73071.0682750163,6476
masac,all_condition,lastF0max,C(audience_proficiency_proxy)[T.mid_l2],1.347692492393873,,73071.0682750163,6476
masac,all_condition,lastF0max,C(condition)[T.monolingual_EN]:C(dialogue_act)[T.1],489461332353.6426,,73071.0682750163,6476
masac,all_condition,lastF0max,C(condition)[T.monolingual_HI]:C(dialogue_act)[T.1],47003218275963.625,,73071.0682750163,6476
masac,all_condition,lastF0max,C(condition)[T.monolingual_EN]:C(dialogue_act)[T.a],-64182199948.37048,,73071.0682750163,6476
masac,all_condition,lastF0max,C(condition)[T.monolingual_HI]:C(dialogue_act)[T.a],41302775732.19531,,73071.0682750163,6476
masac,all_condition,lastF0max,"C(condition)[T.monolingual_EN]:C(dialogue_act)[T.a,_i]",-1589318343.0644264,,73071.0682750163,6476
masac,all_condition,lastF0max,"C(condition)[T.monolingual_HI]:C(dialogue_act)[T.a,_i]",-39102936.14992905,,73071.0682750163,6476
masac,all_condition,lastF0max,"C(condition)[T.monolingual_EN]:C(dialogue_act)[T.a,_o]",-987389.0375801641,,73071.0682750163,6476
masac,all_condition,lastF0max,"C(condition)[T.monolingual_HI]:C(dialogue_act)[T.a,_o]",21720.319368291588,,73071.0682750163,6476
masac,all_condition,lastF0max,C(condition)[T.monolingual_EN]:C(dialogue_act)[T.i],1.8293710771334588,,73071.0682750163,6476
masac,all_condition,lastF0max,C(condition)[T.monolingual_HI]:C(dialogue_act)[T.i],4.612688128726891,,73071.0682750163,6476
masac,all_condition,lastF0max,"C(condition)[T.monolingual_EN]:C(dialogue_act)[T.i,_a]",0.0,,73071.0682750163,6476
masac,all_condition,lastF0max,"C(condition)[T.monolingual_HI]:C(dialogue_act)[T.i,_a]",0.0,,73071.0682750163,6476
masac,all_condition,lastF0max,"C(condition)[T.monolingual_EN]:C(dialogue_act)[T.i,_a,_o]",0.0,,73071.0682750163,6476
masac,all_condition,lastF0max,"C(condition)[T.monolingual_HI]:C(dialogue_act)[T.i,_a,_o]",0.0,,73071.0682750163,6476
masac,all_condition,lastF0max,C(condition)[T.monolingual_EN]:C(dialogue_act)[T.o],58.82591978440588,,73071.0682750163,6476
masac,all_condition,lastF0max,C(condition)[T.monolingual_HI]:C(dialogue_act)[T.o],5.189525061596285,,73071.0682750163,6476
masac,all_condition,lastF0max,"C(condition)[T.monolingual_EN]:C(dialogue_act)[T.o,_a]",0.0,,73071.0682750163,6476
masac,all_condition,lastF0max,"C(condition)[T.monolingual_HI]:C(dialogue_act)[T.o,_a]",0.0,,73071.0682750163,6476
masac,all_condition,lastF0max,"C(condition)[T.monolingual_EN]:C(dialogue_act)[T.o,_i]",0.0,,73071.0682750163,6476
masac,all_condition,lastF0max,"C(condition)[T.monolingual_HI]:C(dialogue_act)[T.o,_i]",0.0,,73071.0682750163,6476
masac,all_condition,lastF0max,C(condition)[T.monolingual_EN]:C(audience_proficiency_proxy)[T.low_l2],56.57398869754968,,73071.0682750163,6476
masac,all_condition,lastF0max,C(condition)[T.monolingual_HI]:C(audience_proficiency_proxy)[T.low_l2],20.414003074016748,,73071.0682750163,6476
masac,all_condition,lastF0max,C(condition)[T.monolingual_EN]:C(audience_proficiency_proxy)[T.mid_l2],-15.665245395352986,,73071.0682750163,6476
masac,all_condition,lastF0max,C(condition)[T.monolingual_HI]:C(audience_proficiency_proxy)[T.mid_l2],2.248992311035474,,73071.0682750163,6476
masac,all_condition,1F0mean,Intercept,207.1352929860954,,71418.66011674424,6476
masac,all_condition,1F0mean,C(condition)[T.monolingual_EN],-1.2660365806018756,,71418.66011674424,6476
masac,all_condition,1F0mean,C(condition)[T.monolingual_HI],-5.595486730486706,,71418.66011674424,6476
masac,all_condition,1F0mean,has_discourse_marker[T.True],2.2812875067660467,,71418.66011674424,6476
masac,all_condition,1F0mean,has_repetition[T.True],3.151504319290555,,71418.66011674424,6476
masac,all_condition,1F0mean,C(dialogue_act)[T.1],-135921576367058.0,,71418.66011674424,6476
masac,all_condition,1F0mean,C(dialogue_act)[T.a],-3.0022922492077164,,71418.66011674424,6476
masac,all_condition,1F0mean,"C(dialogue_act)[T.a,_i]",9.346413751066812,,71418.66011674424,6476
masac,all_condition,1F0mean,"C(dialogue_act)[T.a,_o]",24.735807669656467,,71418.66011674424,6476
masac,all_condition,1F0mean,C(dialogue_act)[T.i],-0.8440507277855289,,71418.66011674424,6476
masac,all_condition,1F0mean,"C(dialogue_act)[T.i,_a]",-3.1700461371074846,,71418.66011674424,6476
masac,all_condition,1F0mean,"C(dialogue_act)[T.i,_a,_o]",-86.19247515960991,,71418.66011674424,6476
masac,all_condition,1F0mean,C(dialogue_act)[T.o],-6.951406560568657,,71418.66011674424,6476
masac,all_condition,1F0mean,"C(dialogue_act)[T.o,_a]",36.317787494788085,,71418.66011674424,6476
masac,all_condition,1F0mean,"C(dialogue_act)[T.o,_i]",-31.697158993264665,,71418.66011674424,6476
masac,all_condition,1F0mean,C(audience_proficiency_proxy)[T.low_l2],1.1077110682201194,,71418.66011674424,6476
masac,all_condition,1F0mean,C(audience_proficiency_proxy)[T.mid_l2],2.3725703265571556,,71418.66011674424,6476
masac,all_condition,1F0mean,C(condition)[T.monolingual_EN]:C(dialogue_act)[T.1],1415400015243.086,,71418.66011674424,6476
masac,all_condition,1F0mean,C(condition)[T.monolingual_HI]:C(dialogue_act)[T.1],135921576367121.38,,71418.66011674424,6476
masac,all_condition,1F0mean,C(condition)[T.monolingual_EN]:C(dialogue_act)[T.a],-185598903897.93848,,71418.66011674424,6476
masac,all_condition,1F0mean,C(condition)[T.monolingual_HI]:C(dialogue_act)[T.a],119437319225.64813,,71418.66011674424,6476
masac,all_condition,1F0mean,"C(condition)[T.monolingual_EN]:C(dialogue_act)[T.a,_i]",-4595911992.030861,,71418.66011674424,6476
masac,all_condition,1F0mean,"C(condition)[T.monolingual_HI]:C(dialogue_act)[T.a,_i]",-113075932.18144447,,71418.66011674424,6476
masac,all_condition,1F0mean,"C(condition)[T.monolingual_EN]:C(dialogue_act)[T.a,_o]",-2855282.667829057,,71418.66011674424,6476
masac,all_condition,1F0mean,"C(condition)[T.monolingual_HI]:C(dialogue_act)[T.a,_o]",62809.74273724813,,71418.66011674424,6476
masac,all_condition,1F0mean,C(condition)[T.monolingual_EN]:C(dialogue_act)[T.i],36.19533857130215,,71418.66011674424,6476
masac,all_condition,1F0mean,C(condition)[T.monolingual_HI]:C(dialogue_act)[T.i],16.483278171101492,,71418.66011674424,6476
masac,all_condition,1F0mean,"C(condition)[T.monolingual_EN]:C(dialogue_act)[T.i,_a]",0.0,,71418.66011674424,6476
masac,all_condition,1F0mean,"C(condition)[T.monolingual_HI]:C(dialogue_act)[T.i,_a]",0.0,,71418.66011674424,6476
masac,all_condition,1F0mean,"C(condition)[T.monolingual_EN]:C(dialogue_act)[T.i,_a,_o]",0.0,,71418.66011674424,6476
masac,all_condition,1F0mean,"C(condition)[T.monolingual_HI]:C(dialogue_act)[T.i,_a,_o]",0.0,,71418.66011674424,6476
masac,all_condition,1F0mean,C(condition)[T.monolingual_EN]:C(dialogue_act)[T.o],4.456841670659692,,71418.66011674424,6476
masac,all_condition,1F0mean,C(condition)[T.monolingual_HI]:C(dialogue_act)[T.o],27.808425004689113,,71418.66011674424,6476
masac,all_condition,1F0mean,"C(condition)[T.monolingual_EN]:C(dialogue_act)[T.o,_a]",0.0,,71418.66011674424,6476
masac,all_condition,1F0mean,"C(condition)[T.monolingual_HI]:C(dialogue_act)[T.o,_a]",0.0,,71418.66011674424,6476
masac,all_condition,1F0mean,"C(condition)[T.monolingual_EN]:C(dialogue_act)[T.o,_i]",0.0,,71418.66011674424,6476
masac,all_condition,1F0mean,"C(condition)[T.monolingual_HI]:C(dialogue_act)[T.o,_i]",0.0,,71418.66011674424,6476
masac,all_condition,1F0mean,C(condition)[T.monolingual_EN]:C(audience_proficiency_proxy)[T.low_l2],68.23472049309689,,71418.66011674424,6476
masac,all_condition,1F0mean,C(condition)[T.monolingual_HI]:C(audience_proficiency_proxy)[T.low_l2],-8.239112637400847,,71418.66011674424,6476
